-0.999405645602025+0.0344724932539175i
-0.999405645602025-0.0344724932539175i
-0.824858742226067+0.565338882737087i
-0.824858742226067-0.565338882737087i
0.384965590104476+0.92293092547049i
0.384965590104476-0.92293092547049i
0.384991362198623+0.922920175196934i
0.384991362198623-0.922920175196934i
-0.997461109338473+0.0712132892419597i
-0.997461109338473-0.0712132892419597i
0.240085816489044+0.970751666860342i
0.240085816489044-0.970751666860342i
0.23972644289606+0.970840476372545i
0.23972644289606-0.970840476372545i
0.00288204567158678+0.99999584689734i
0.00288204567158678-0.99999584689734i
-0.898932292678356+0.438087582695706i
-0.898932292678356-0.438087582695706i
-0.895879427241755+0.444297255143441i
-0.895879427241755-0.444297255143441i
-0.895878803709757+0.444298512428221i
-0.895878803709757-0.444298512428221i
-0.672951194094046+0.739686885087655i
-0.672951194094046-0.739686885087655i
-0.670708501506104+0.741721041630169i
-0.670708501506104-0.741721041630169i
-0.776204232978698+0.630481552983101i
-0.776204232978698-0.630481552983101i
-0.773072845841476+0.634317251005283i
-0.773072845841476-0.634317251005283i
-0.77668365641078+0.629890861839351i
-0.77668365641078-0.629890861839351i
-0.773421919623351+0.63389157915873i
-0.773421919623351-0.63389157915873i
-0.629717927746725+0.776823872105512i
-0.629717927746725-0.776823872105512i
-0.593089668480309+0.805136413985088i
-0.593089668480309-0.805136413985088i
-0.593090957537185+0.805135464422266i
-0.593090957537185-0.805135464422266i
0.946417023268775+0.322947082330037i
0.946417023268775-0.322947082330037i
0.946327669959309+0.323208819477491i
0.946327669959309-0.323208819477491i
-0.463367870697924+0.886166018944465i
-0.463367870697924-0.886166018944465i
-0.18037510427722+0.983597894633263i
-0.18037510427722-0.983597894633263i
-0.466810463170309+0.884357388996324i
-0.466810463170309-0.884357388996324i
-0.466631322860897+0.884451925501179i
-0.466631322860897-0.884451925501179i
-0.296074509601508+0.95516484514268i
-0.296074509601508-0.95516484514268i
0.98655289155321+0.163442315671752i
0.98655289155321-0.163442315671752i
0.986525458926+0.163607815439946i
0.986525458926-0.163607815439946i
-0.286126811477622+0.958191759364609i
-0.286126811477622-0.958191759364609i
-0.286120829846123+0.958193545526576i
-0.286120829846123-0.958193545526576i
0.990178423663365+0.139809473523842i
0.990178423663365-0.139809473523842i
0.990178404622728+0.139809608376922i
0.990178404622728-0.139809608376922i
-0.362649054002949+0.931925781910303i
-0.362649054002949-0.931925781910303i
-0.215996655639528+0.976394103059205i
-0.215996655639528-0.976394103059205i
-0.215996574288227+0.976394121055573i
-0.215996574288227-0.976394121055573i
-0.362648529595162+0.931925985977698i
-0.362648529595162-0.931925985977698i
1.00017086471069+0i
0.999999975388465+0.000221871390000195i
0.999999975388465-0.000221871390000195i
0.999829164477566+0i
0.999875450233563+0.0157823956792207i
0.999875450233563-0.0157823956792207i
0.999875300830886+0.0157918580755684i
0.999875300830886-0.0157918580755684i
