1.10900216100271+0i
0.728455363228451+0.685093266429092i
0.728455363228451-0.685093266429092i
0.897255372506095+0.441511943739778i
0.897255372506095-0.441511943739778i
0.901711498093773+0i
0.898195706360451+0.439595806431275i
0.898195706360451-0.439595806431275i
0.989490783813679+0.144595949936556i
0.989490783813679-0.144595949936556i
0.729885101374598+0.683569849184324i
0.729885101374598-0.683569849184324i
0.999979237104891+0.00644396926188094i
0.999979237104891-0.00644396926188094i
0.626266723991338+0.779608869622888i
0.626266723991338-0.779608869622888i
0.619330251847464+0.785130586801022i
0.619330251847464-0.785130586801022i
0.999999993040554+0.000115235510340785i
0.999999993040554-0.000115235510340785i
0.562999879387611+0.826456977319168i
0.562999879387611-0.826456977319168i
0.55944884154352+0.828864882380579i
0.55944884154352-0.828864882380579i
0.0108625416251212+0.999941000849348i
0.0108625416251212-0.999941000849348i
-0.0706787330759281+0.997499131160097i
-0.0706787330759281-0.997499131160097i
-0.0682813605460065+0.997666104354782i
-0.0682813605460065-0.997666104354782i
-0.10904188046534+0.994037155876088i
-0.10904188046534-0.994037155876088i
-0.131849240925182+0.991269779944916i
-0.131849240925182-0.991269779944916i
-0.696714553142289+0.717348471906694i
-0.696714553142289-0.717348471906694i
-0.68374399102922+0.729721969560376i
-0.68374399102922-0.729721969560376i
-0.743167341042021+0.669105598503782i
-0.743167341042021-0.669105598503782i
-0.550750793277003+0.834669732139579i
-0.550750793277003-0.834669732139579i
-0.804992757430106+0.593284635466328i
-0.804992757430106-0.593284635466328i
-0.834248594967926+0.551388503486103i
-0.834248594967926-0.551388503486103i
-0.8363873166688+0.548138902563906i
-0.8363873166688-0.548138902563906i
-0.446358244813739+0.894854355173245i
-0.446358244813739-0.894854355173245i
-0.443672552280145+0.896188967819333i
-0.443672552280145-0.896188967819333i
-0.435360420705525+0.900256242448115i
-0.435360420705525-0.900256242448115i
-0.965246904362699+0.261339648937132i
-0.965246904362699-0.261339648937132i
-0.979481035679175+0.20153634683505i
-0.979481035679175-0.20153634683505i
-0.919328363718516+0.393491243119115i
-0.919328363718516-0.393491243119115i
-0.342212094397882+0.939622733004971i
-0.342212094397882-0.939622733004971i
-0.925549853849804+0.378625762482575i
-0.925549853849804-0.378625762482575i
-0.283099753069581+0.959090468992127i
-0.283099753069581-0.959090468992127i
-0.926700681962527+0.375800273546715i
-0.926700681962527-0.375800273546715i
-0.377427558482173+0.926039112548011i
-0.377427558482173-0.926039112548011i
-0.266613642962249+0.963803488983414i
-0.266613642962249-0.963803488983414i
-0.992833964929369+0.119501952285376i
-0.992833964929369-0.119501952285376i
-0.375408748436431+0.926859359054661i
-0.375408748436431-0.926859359054661i
-0.27078747843351+0.962639154365807i
-0.27078747843351-0.962639154365807i
-0.999912111776014+0.0132577719641236i
-0.999912111776014-0.0132577719641236i
-0.999922731937924+0.0124310074743457i
-0.999922731937924-0.0124310074743457i
