0.795637805162274+0.605772631806707i
0.795637805162274-0.605772631806707i
0.801110855740843+0.598515994142636i
0.801110855740843-0.598515994142636i
-0.704661487861208+0.709543645770254i
-0.704661487861208-0.709543645770254i
-0.831775579003122+0.555112046216182i
-0.831775579003122-0.555112046216182i
-0.731937416509188+0.681371864389484i
-0.731937416509188-0.681371864389484i
-0.732136093625383+0.681158380760401i
-0.732136093625383-0.681158380760401i
-0.450554928445961+0.892748707285138i
-0.450554928445961-0.892748707285138i
-0.455032106482062+0.890475031692928i
-0.455032106482062-0.890475031692928i
-0.874710059460496+0.484646583974391i
-0.874710059460496-0.484646583974391i
-0.874663117505572+0.484731297066437i
-0.874663117505572-0.484731297066437i
-0.457187319456948+0.889370426158818i
-0.457187319456948-0.889370426158818i
-0.319093885188438+0.947723108456873i
-0.319093885188438-0.947723108456873i
0.00204642368586341+0.999997906072178i
0.00204642368586341-0.999997906072178i
-0.931855099256599+0.36283063757118i
-0.931855099256599-0.36283063757118i
-0.164009598813785+0.986458742922433i
-0.164009598813785-0.986458742922433i
-0.163900884992267+0.986476811633161i
-0.163900884992267-0.986476811633161i
-0.123640622311763+0.992327061194669i
-0.123640622311763-0.992327061194669i
-0.123627578422892+0.992328686332513i
-0.123627578422892-0.992328686332513i
0.212480063334803+0.977165400945112i
0.212480063334803-0.977165400945112i
0.314357923559929+0.949304532229736i
0.314357923559929-0.949304532229736i
0.313848965967391+0.949472919877487i
0.313848965967391-0.949472919877487i
0.163396941642428+0.986560407849745i
0.163396941642428-0.986560407849745i
0.164537152827609+0.986370886278966i
0.164537152827609-0.986370886278966i
0.165369181514614+0.986231733953197i
0.165369181514614-0.986231733953197i
0.289759966155135+0.957099347853956i
0.289759966155135-0.957099347853956i
0.28976814998333+0.957096870177428i
0.28976814998333-0.957096870177428i
-0.979286092498422+0.202481472080371i
-0.979286092498422-0.202481472080371i
0.972388812364623+0.233366656413199i
0.972388812364623-0.233366656413199i
0.972472807923801+0.233016386961556i
0.972472807923801-0.233016386961556i
0.985081125230084+0.172090605476413i
0.985081125230084-0.172090605476413i
0.985478167862057+0.169802180313861i
0.985478167862057-0.169802180313861i
0.981247667716135+0.192751172705849i
0.981247667716135-0.192751172705849i
0.981241725210926+0.192781422038151i
0.981241725210926-0.192781422038151i
-0.991530815306786+0.129871637477936i
-0.991530815306786-0.129871637477936i
-0.991528890492805+0.129886332007469i
-0.991528890492805-0.129886332007469i
-0.997541482532121+0.070078442157723i
-0.997541482532121-0.070078442157723i
0.999999985371691+0.000171033621105604i
0.999999985371691-0.000171033621105604i
0.999999931953419+0.000368908582415794i
0.999999931953419-0.000368908582415794i
-0.9999008168579+0.0140838144188982i
-0.9999008168579-0.0140838144188982i
-0.999981433335702+0.00609368361790735i
-0.999981433335702-0.00609368361790735i
-0.999976647146009+0.00683411726499267i
-0.999976647146009-0.00683411726499267i
