1.05732190574723+0i
0.962106519212178+0.272673881200461i
0.962106519212178-0.272673881200461i
0.961612623672321+0.274410571582i
0.961612623672321-0.274410571582i
0.732537233525533+0.68072696438296i
0.732537233525533-0.68072696438296i
0.999999989412589+0.000145288354020625i
0.999999989412589-0.000145288354020625i
-0.997729890425732+0.0673428916344959i
-0.997729890425732-0.0673428916344959i
-0.999941637656349+0.0108037319082444i
-0.999941637656349-0.0108037319082444i
0.945785757914757+0i
-0.974310265497747+0.225209916546402i
-0.974310265497747-0.225209916546402i
-0.974116881046818+0.226044911519985i
-0.974116881046818-0.226044911519985i
-0.781699484358078+0.623655285889484i
-0.781699484358078-0.623655285889484i
0.646367255858679+0.763026453766709i
0.646367255858679-0.763026453766709i
0.79268681946124+0.609629071444009i
0.79268681946124-0.609629071444009i
-0.804647336127255+0.593753032791016i
-0.804647336127255-0.593753032791016i
-0.825695242802094+0.564116446490509i
-0.825695242802094-0.564116446490509i
-0.898236012540334+0.45123662257369i
-0.898236012540334-0.45123662257369i
0.832718295444977+0.553696883588248i
0.832718295444977-0.553696883588248i
-0.888953186276818+0.446573314543201i
-0.888953186276818-0.446573314543201i
-0.894239847814781+0.447588085808594i
-0.894239847814781-0.447588085808594i
0.535701457335926+0.844407453340424i
0.535701457335926-0.844407453340424i
0.493660231872593+0.869654859803546i
0.493660231872593-0.869654859803546i
0.488354036495568+0.87264559516203i
0.488354036495568-0.87264559516203i
0.388665732453541+0.921378829330365i
0.388665732453541-0.921378829330365i
-0.584325525442069+0.811519364732673i
-0.584325525442069-0.811519364732673i
0.855053399817484+0.518539952081397i
0.855053399817484-0.518539952081397i
0.863170225814636+0.504913023333873i
0.863170225814636-0.504913023333873i
0.863257222934273+0.504764268662265i
0.863257222934273-0.504764268662265i
-0.545986343996671+0.837794075004592i
-0.545986343996671-0.837794075004592i
-0.545967905005042+0.8378060913172i
-0.545967905005042-0.8378060913172i
-0.430594359278711+0.902545564935293i
-0.430594359278711-0.902545564935293i
-0.506087620628429+0.86248206951523i
-0.506087620628429-0.86248206951523i
-0.509122074419631+0.86069432049012i
-0.509122074419631-0.86069432049012i
0.0138652576771914+0.999903872129138i
0.0138652576771914-0.999903872129138i
0.00343642964734286+0.999994095454369i
0.00343642964734286-0.999994095454369i
-0.233380023195958+0.972385604780546i
-0.233380023195958-0.972385604780546i
-0.21767334122459+0.976021678100122i
-0.21767334122459-0.976021678100122i
0.225349931350737+0.974277890140293i
0.225349931350737-0.974277890140293i
-0.174794392224789+0.984604955982376i
-0.174794392224789-0.984604955982376i
-0.136488695951851+0.990641628377588i
-0.136488695951851-0.990641628377588i
-0.141849221022565+0.989888275758614i
-0.141849221022565-0.989888275758614i
0.224175216560772+0.974548855723713i
0.224175216560772-0.974548855723713i
0.224406157748498+0.974495703570007i
0.224406157748498-0.974495703570007i
