-0.6760917720913+0.736817423125845i
-0.6760917720913-0.736817423125845i
-0.970436219876653+0.24135770786707i
-0.970436219876653-0.24135770786707i
-0.932062610948131+0.362297238659124i
-0.932062610948131-0.362297238659124i
-0.977507331794819+0.21090143520367i
-0.977507331794819-0.21090143520367i
-0.977400742486352+0.211394861968715i
-0.977400742486352-0.211394861968715i
-0.932068416552432+0.362282302539291i
-0.932068416552432-0.362282302539291i
-0.970668940962239+0.240420063735511i
-0.970668940962239-0.240420063735511i
-0.675593129873509+0.737274658577834i
-0.675593129873509-0.737274658577834i
-0.556836249144062+0.83062229179639i
-0.556836249144062-0.83062229179639i
-0.556712412924704+0.830705296290766i
-0.556712412924704-0.830705296290766i
-0.492056170042804+0.870563452854989i
-0.492056170042804-0.870563452854989i
-0.492024386142286+0.870581416850504i
-0.492024386142286-0.870581416850504i
-0.376431281352088+0.926444542548063i
-0.376431281352088-0.926444542548063i
-0.418861517730416+0.908050124047609i
-0.418861517730416-0.908050124047609i
-0.415870670116334+0.909423765120303i
-0.415870670116334-0.909423765120303i
-0.37898940546821+0.925401010665317i
-0.37898940546821-0.925401010665317i
0.00225804851451855+0.999997450604301i
0.00225804851451855-0.999997450604301i
0.18118761800269+0.983448548153799i
0.18118761800269-0.983448548153799i
0.181135757823348+0.983458101304104i
0.181135757823348-0.983458101304104i
0.35365439723083+0.93537616275678i
0.35365439723083-0.93537616275678i
0.374467568289443+0.92724001146577i
0.374467568289443-0.92724001146577i
0.430604549925419+0.902540702224424i
0.430604549925419-0.902540702224424i
0.701119411589704+0.713043877101228i
0.701119411589704-0.713043877101228i
0.497169082282009+0.86765367586976i
0.497169082282009-0.86765367586976i
0.597947632018705+0.801535168943261i
0.597947632018705-0.801535168943261i
0.392570546714468+0.91972189566223i
0.392570546714468-0.91972189566223i
0.392248451831922+0.91985931073322i
0.392248451831922-0.91985931073322i
0.714032009985374+0.700113052639434i
0.714032009985374-0.700113052639434i
0.701064747958988+0.713097622453304i
0.701064747958988-0.713097622453304i
0.882680442246952+0.469973653708805i
0.882680442246952-0.469973653708805i
0.837971321008764+0.545714268665146i
0.837971321008764-0.545714268665146i
0.928905330928659+0.370317274901229i
0.928905330928659-0.370317274901229i
0.84072707594014+0.54145912313981i
0.84072707594014-0.54145912313981i
0.803056522641451+0.59590286238802i
0.803056522641451-0.59590286238802i
0.803103120149179+0.595840061061637i
0.803103120149179-0.595840061061637i
0.995099496637236+0.0988786623070852i
0.995099496637236-0.0988786623070852i
0.998213184038034+0.0597531483958093i
0.998213184038034-0.0597531483958093i
0.99708077833828+0.0763539205374791i
0.99708077833828-0.0763539205374791i
0.997295530278168+0.0734957368953277i
0.997295530278168-0.0734957368953277i
1.00113645285034+0i
0.998864837338679+0i
0.999999988575691+0.000150980195349751i
0.999999988575691-0.000150980195349751i
