0.824737491960908+0.565515392312045i
0.824737491960908-0.565515392312045i
0.811835968265304+0.583885520866274i
0.811835968265304-0.583885520866274i
0.802263840251782+0.596969113932743i
0.802263840251782-0.596969113932743i
0.80303264691892+0.595935009514382i
0.80303264691892-0.595935009514382i
0.904096860285485+0.42732691875815i
0.904096860285485-0.42732691875815i
0.932449285841536+0.361300811902147i
0.932449285841536-0.361300811902147i
0.925619190047507+0.378456177529689i
0.925619190047507-0.378456177529689i
0.926424493495138+0.376480036532257i
0.926424493495138-0.376480036532257i
0.904073454545301+0.427376435617744i
0.904073454545301-0.427376435617744i
0.971399089731362+0.237451618578456i
0.971399089731362-0.237451618578456i
0.926481885228321+0.376338778421244i
0.926481885228321-0.376338778421244i
0.984836336286713+0.173484643516527i
0.984836336286713-0.173484643516527i
0.971323043132573+0.237762508637768i
0.971323043132573-0.237762508637768i
0.98497985086503+0.17266794578985i
0.98497985086503-0.17266794578985i
0.990704063215754+0.136034619316907i
0.990704063215754-0.136034619316907i
0.999616605099095+0.0276742031386957i
0.999616605099095-0.0276742031386957i
0.993251271931163+0.115982171179486i
0.993251271931163-0.115982171179486i
0.998930488589225+0.0462341202807477i
0.998930488589225-0.0462341202807477i
0.998770875707807+0i
1.00123090277248+0i
0.999995780831405+0.00286628915269897i
0.999995780831405-0.00286628915269897i
0.990704623554752+0.13603053850799i
0.990704623554752-0.13603053850799i
0.993250957081893+0.115984867512751i
0.993250957081893-0.115984867512751i
0.682747805960425+0.730653851978472i
0.682747805960425-0.730653851978472i
0.671724581032075+0.740800541646313i
0.671724581032075-0.740800541646313i
0.631742628071665+0.775178188125932i
0.631742628071665-0.775178188125932i
0.639071753281711+0.769147078131382i
0.639071753281711-0.769147078131382i
0.932448904693422+0.361301795592793i
0.932448904693422-0.361301795592793i
0.925621277016284+0.378451073254781i
0.925621277016284-0.378451073254781i
0.824767437263349+0.565471718208621i
0.824767437263349-0.565471718208621i
0.802252941762112+0.596983760578497i
0.802252941762112-0.596983760578497i
0.811836930019517+0.583884183663566i
0.811836930019517-0.583884183663566i
0.803036575170338+0.595929716102707i
0.803036575170338-0.595929716102707i
0.51901864464562+0.854762518801757i
0.51901864464562-0.854762518801757i
0.505753318217982+0.862677938841938i
0.505753318217982-0.862677938841938i
0.682766242770145+0.730636623657578i
0.682766242770145-0.730636623657578i
0.671699352650725+0.740823417286371i
0.671699352650725-0.740823417286371i
