1.00191077711195+0i
0.998092882894668+0i
0.700727415870466+0.713428715393883i
0.700727415870466-0.713428715393883i
0.723446037953676+0.690380521467108i
0.723446037953676-0.690380521467108i
0.763686565619256+0.645586745977168i
0.763686565619256-0.645586745977168i
0.74440915446373+0.667723323134995i
0.74440915446373-0.667723323134995i
0.781351240035346+0.624091058027385i
0.781351240035346-0.624091058027385i
0.797478195701539+0.603347270388355i
0.797478195701539-0.603347270388355i
0.812143396719943+0.58345736531589i
0.812143396719943-0.58345736531589i
0.82542275926848+0.564514530842354i
0.82542275926848-0.564514530842354i
0.837391187978711+0.546603493253833i
0.837391187978711-0.546603493253833i
0.901401247905849+0.432983983708068i
0.901401247905849-0.432983983708068i
0.900669514673576+0.434504045724634i
0.900669514673576-0.434504045724634i
0.89919885068118+0.437539447849608i
0.89919885068118-0.437539447849608i
0.848121718378471+0.529800835485929i
0.848121718378471-0.529800835485929i
0.896974908593273+0.442080712605299i
0.896974908593273-0.442080712605299i
0.866147073184527+0.499788566589147i
0.866147073184527-0.499788566589147i
0.857684699021704+0.514175384382934i
0.857684699021704-0.514175384382934i
0.873571705585395+0.486694806007735i
0.873571705585395-0.486694806007735i
0.890174762700306+0.455618524389564i
0.890174762700306-0.455618524389564i
0.885535365577057+0.464571272695956i
0.885535365577057-0.464571272695956i
0.880016800137756+0.47494187673178i
0.880016800137756-0.47494187673178i
0.621413869038421+0.783482147489517i
0.621413869038421-0.783482147489517i
0.649767651110923+0.760132529102684i
0.649767651110923-0.760132529102684i
0.676187883158239+0.736728850598452i
0.676187883158239-0.736728850598452i
0.893976301193241+0.448113510342861i
0.893976301193241-0.448113510342861i
0.558736751143821+0.829344762631396i
0.558736751143821-0.829344762631396i
0.591081911331458+0.806611217516153i
0.591081911331458-0.806611217516153i
0.524354262252765+0.851499918070477i
0.524354262252765-0.851499918070477i
0.487922586774787+0.87288662649907i
0.487922586774787-0.87288662649907i
0.818885302739418+0.573956663475629i
0.818885302739418-0.573956663475629i
