-0.920211019900953+0.391422422529932i
-0.920211019900953-0.391422422529932i
-0.921426790003987+0.388551889567325i
-0.921426790003987-0.388551889567325i
-0.946256127757392+0.323418051736632i
-0.946256127757392-0.323418051736632i
-0.946868145050367+0.321621761203288i
-0.946868145050367-0.321621761203288i
-0.966713678061942+0.255860421311623i
-0.966713678061942-0.255860421311623i
-0.968202382925076+0.250167931979955i
-0.968202382925076-0.250167931979955i
-0.999528303398489+0.0307089373861163i
-0.999528303398489-0.0307089373861163i
-0.999095507784518+0.0425210589493854i
-0.999095507784518-0.0425210589493854i
-0.994553794794826+0.104223851008559i
-0.994553794794826-0.104223851008559i
-0.993366254722993+0.114992886039038i
-0.993366254722993-0.114992886039038i
-0.982502241163008+0.18625045353529i
-0.982502241163008-0.18625045353529i
-0.98411356117265+0.177539725220135i
-0.98411356117265-0.177539725220135i
-0.995668209736617+0.0929768543930936i
-0.995668209736617-0.0929768543930936i
-0.991790784724852+0.127870639723458i
-0.991790784724852-0.127870639723458i
-0.986291397497306+0.165012617914826i
-0.986291397497306-0.165012617914826i
-0.824207504700063+0.566287826245628i
-0.824207504700063-0.566287826245628i
-0.851579375720199+0.524225509905074i
-0.851579375720199-0.524225509905074i
-0.860022383248695+0.510256219220687i
-0.860022383248695-0.510256219220687i
-0.888381755922217+0.459105306093651i
-0.888381755922217-0.459105306093651i
-0.892559983485666+0.450928575918128i
-0.892559983485666-0.450928575918128i
-0.999803211296136+0.0198346220824155i
-0.999803211296136-0.0198346220824155i
-0.998543923520947+0.0539434917051078i
-0.998543923520947-0.0539434917051078i
-0.97949868385324+0.201450199523816i
-0.97949868385324-0.201450199523816i
-0.97187579154667+0.235493812887584i
-0.97187579154667-0.235493812887584i
-0.961677615470482+0.274182442120614i
-0.961677615470482-0.274182442120614i
-0.938392457906023+0.345571172738403i
-0.938392457906023-0.345571172738403i
-0.95267177126651+0.304000643641223i
-0.95267177126651-0.304000643641223i
0.585874083806312+0.81040182118452i
0.585874083806312-0.81040182118452i
0.630998626588926+0.775783651638295i
0.630998626588926-0.775783651638295i
0.537795093048337+0.843075325619934i
0.537795093048337-0.843075325619934i
-0.810048033007196+0.586363363770994i
-0.810048033007196-0.586363363770994i
-0.785530341985526+0.618823075340227i
-0.785530341985526-0.618823075340227i
-0.928973180240158+0.370146903603949i
-0.928973180240158-0.370146903603949i
-0.909761868148904+0.415130312400324i
-0.909761868148904-0.415130312400324i
0.673127292121368+0.739526319040614i
0.673127292121368-0.739526319040614i
0.433088107027514+0.901351365450643i
0.433088107027514-0.901351365450643i
