1.00130444559177+0i
0.998697233248281+0i
0.00361755259742583+0.99999341127565i
0.00361755259742583-0.99999341127565i
-0.000372020186058281+0.999999889460084i
-0.000372020186058281-0.999999889460084i
-0.00296859905522801+0.999995552015995i
-0.00296859905522801-0.999995552015995i
-0.00746759612326053+0.999972075152812i
-0.00746759612326053-0.999972075152812i
-0.0136393057399367+0.99990693811892i
-0.0136393057399367-0.99990693811892i
-0.0213866453298597+0.999771237035915i
-0.0213866453298597-0.999771237035915i
-0.0306524263532612+0.999530061145684i
-0.0306524263532612-0.999530061145684i
-0.0413866694675201+0.999143161541153i
-0.0413866694675201-0.999143161541153i
-0.0535462668635801+0.998565325939286i
-0.0535462668635801-0.998565325939286i
-0.0670871273993744+0.997747076822177i
-0.0670871273993744-0.997747076822177i
-0.0819663341634115+0.996635054092569i
-0.0819663341634115-0.996635054092569i
-0.0981383218287111+0.995172738617748i
-0.0981383218287111-0.995172738617748i
-0.115556489437272+0.993300864023102i
-0.115556489437272-0.993300864023102i
-0.000961735604236298+0.999999496250141i
-0.000961735604236298-0.999999496250141i
-0.196650919511401+0.980473517685056i
-0.196650919511401-0.980473517685056i
-0.174775556464343+0.984608251773464i
-0.174775556464343-0.984608251773464i
-0.153929218400459+0.98808182950235i
-0.153929218400459-0.98808182950235i
-0.134170859039897+0.990958166638951i
-0.134170859039897-0.990958166638951i
-0.00361384978299206+0.999993428643107i
-0.00361384978299206-0.999993428643107i
-0.00779985758031886+0.999969539112338i
-0.00779985758031886-0.999969539112338i
-0.0134738246684645+0.999909182159746i
-0.0134738246684645-0.999909182159746i
-0.0206032677582141+0.999787688146367i
-0.0206032677582141-0.999787688146367i
-0.0291706950312794+0.999574402416212i
-0.0291706950312794-0.999574402416212i
-0.0391552036964751+0.999233098307604i
-0.0391552036964751-0.999233098307604i
-0.0505347330391945+0.998722261048982i
-0.0505347330391945-0.998722261048982i
-0.06328091356008+0.997995710951217i
-0.06328091356008-0.997995710951217i
-0.267804204710389+0.963473303028513i
-0.267804204710389-0.963473303028513i
-0.243233538685094+0.96996770319512i
-0.243233538685094-0.96996770319512i
-0.219492340605295+0.975614172596228i
-0.219492340605295-0.975614172596228i
-0.0773618869328268+0.997003034397675i
-0.0773618869328268-0.997003034397675i
-0.0927406116444344+0.995690258091499i
-0.0927406116444344-0.995690258091499i
-0.10937673437034+0.994000321906634i
-0.10937673437034-0.994000321906634i
-0.127225578376482+0.991873762607906i
-0.127225578376482-0.991873762607906i
-0.146239191588655+0.989249213425135i
-0.146239191588655-0.989249213425135i
