0.658861589754215+0.752264090416833i
0.658861589754215-0.752264090416833i
0.683516755630693+0.729934601937759i
0.683516755630693-0.729934601937759i
0.759852495397112+0.650095401199162i
0.759852495397112-0.650095401199162i
0.773970223138551+0.633221754796978i
0.773970223138551-0.633221754796978i
0.851650796851861+0.524109373042445i
0.851650796851861-0.524109373042445i
0.844929001449066+0.534878319649728i
0.844929001449066-0.534878319649728i
0.914607319698746+0.404342899308741i
0.914607319698746-0.404342899308741i
0.912468052503226+0.409147745687863i
0.912468052503226-0.409147745687863i
1.07716311173384+0i
0.962170127369547+0.276092600366154i
0.962170127369547-0.276092600366154i
0.960250876410279+0.275541867892991i
0.960250876410279-0.275541867892991i
0.990132717253426+0.14013193368791i
0.990132717253426-0.14013193368791i
0.990361500465935+0.138505962795453i
0.990361500465935-0.138505962795453i
0.989643165823991+0.143548497930592i
0.989643165823991-0.143548497930592i
0.990718519182476+0.135928700709915i
0.990718519182476-0.135928700709915i
0.999998737430752+0.00151837856830694i
0.999998737430752-0.00151837856830694i
1.00105805335476+0i
0.99894302330902+0i
0.999990501558315+0.00433342439745114i
0.999990501558315-0.00433342439745114i
0.960308248896802+0.278940528532393i
0.960308248896802-0.278940528532393i
0.961631929724347+0.274342561643216i
0.961631929724347-0.274342561643216i
0.913056722708176+0.40796601462472i
0.913056722708176-0.40796601462472i
0.912957155256208+0.407921504526892i
0.912957155256208-0.407921504526892i
0.849155352919926+0.528142882855954i
0.849155352919926-0.528142882855954i
0.845550272597408+0.533895655356772i
0.845550272597408-0.533895655356772i
0.928364480499012+0i
0.582400939234935+0.812901472950214i
0.582400939234935-0.812901472950214i
0.544006490256442+0.839080928740635i
0.544006490256442-0.839080928740635i
0.472838493804026+0.881148907463129i
0.472838493804026-0.881148907463129i
0.770408949326643+0.637549802939047i
0.770408949326643-0.637549802939047i
0.760496732410691+0.649341640233672i
0.760496732410691-0.649341640233672i
0.678703239464529+0.73441241464693i
0.678703239464529-0.73441241464693i
0.659489648842072+0.751713548926441i
0.659489648842072-0.751713548926441i
0.576142648877477+0.817348953087377i
0.576142648877477-0.817348953087377i
0.544594638586065+0.838699318227889i
0.544594638586065-0.838699318227889i
0.417703371427546+0.908583386157277i
0.417703371427546-0.908583386157277i
0.35708833924088+0.934070412298452i
0.35708833924088-0.934070412298452i
0.464947204227379+0.885338206837804i
0.464947204227379-0.885338206837804i
0.418239975795223+0.908336500986026i
0.418239975795223-0.908336500986026i
0.282667297438589+0.959217954513504i
0.282667297438589-0.959217954513504i
0.237393630983447+0.971413330726344i
0.237393630983447-0.971413330726344i
0.34739131604975+0.937720052203657i
0.34739131604975-0.937720052203657i
0.283152578254098+0.959074816075463i
0.283152578254098-0.959074816075463i
0.141826524574861+0.989891474543933i
0.141826524574861-0.989891474543933i
0.225745712844966+0.974186057595906i
0.225745712844966-0.974186057595906i
0.115935512299316+0.993256527256831i
0.115935512299316-0.993256527256831i
0.142282499655959+0.989826037323164i
0.142282499655959-0.989826037323164i
0.102224349230341+0.994761158459016i
0.102224349230341-0.994761158459016i
0.0022725880083671+0.999997411323365i
0.0022725880083671-0.999997411323365i
-0.00223701101514472+0.999997492607114i
-0.00223701101514472-0.999997492607114i
-0.00357938264411573+0.999993587550695i
-0.00357938264411573-0.999993587550695i
-0.00474201679326439+0.999988487451828i
-0.00474201679326439-0.999988487451828i
-0.0194134208226221+0.999811535273344i
-0.0194134208226221-0.999811535273344i
-0.0444297092713851+0.999012506250907i
-0.0444297092713851-0.999012506250907i
-0.00128220521800493+0.999999128885047i
-0.00128220521800493-0.999999128885047i
-0.00569127509896528+0.999983798064355i
-0.00569127509896528-0.999983798064355i
-0.0780983107123898+0.996945655598155i
-0.0780983107123898-0.996945655598155i
-0.0210624686655916+0.999777940348486i
-0.0210624686655916-0.999777940348486i
-0.0214931191318405+0.999768989651698i
-0.0214931191318405-0.999768989651698i
-0.0464325507435327+0.998921420737553i
-0.0464325507435327-0.998921420737553i
-0.0800080598588994+0.996794209742126i
-0.0800080598588994-0.996794209742126i
-0.11988307218783+0.992788011057341i
-0.11988307218783-0.992788011057341i
-0.124571744895323+0.992210362897868i
-0.124571744895323-0.992210362897868i
-0.144580371810172+0.989493015226777i
-0.144580371810172-0.989493015226777i
-0.121685702671719+0.992568675471434i
-0.121685702671719-0.992568675471434i
-0.881410107998287+0.472350762814871i
-0.881410107998287-0.472350762814871i
-0.91407830797794+0.405536550115589i
-0.91407830797794-0.405536550115589i
-0.933626301829578+0.358247410919968i
-0.933626301829578-0.358247410919968i
-0.999980124181815+0.00623922164497409i
-0.999980124181815-0.00623922164497409i
-0.99562794630983+0.0934031182264096i
-0.99562794630983-0.0934031182264096i
-0.996518421276585+0.0833680887605634i
-0.996518421276585-0.0833680887605634i
-0.997248733655204+0.0741277757579828i
-0.997248733655204-0.0741277757579828i
-0.998631532050965+0.0522974536164109i
-0.998631532050965-0.0522974536164109i
-0.966201364031222+0.257786777807857i
-0.966201364031222-0.257786777807857i
-0.963802660237211+0.266615239067585i
-0.963802660237211-0.266615239067585i
-0.942602059382839+0.333916801237159i
-0.942602059382839-0.333916801237159i
-0.980516585357783+0.196436230182744i
-0.980516585357783-0.196436230182744i
-0.984609895488719+0.17476431528081i
-0.984609895488719-0.17476431528081i
-0.984123995563907+0.177479816741731i
-0.984123995563907-0.177479816741731i
-0.98360300876723+0.180347148199155i
-0.98360300876723-0.180347148199155i
-0.991307295125739+0.131563637614261i
-0.991307295125739-0.131563637614261i
-0.990645577869441+0.136457190219721i
-0.990645577869441-0.136457190219721i
-0.765786812993527+0.643093698146003i
-0.765786812993527-0.643093698146003i
-0.844093095215792+0.536196020742338i
-0.844093095215792-0.536196020742338i
-0.845332578585637+0.534239485341434i
-0.845332578585637-0.534239485341434i
-0.853534724418834+0.521035937016068i
-0.853534724418834-0.521035937016068i
-0.893817142754935+0.448430838665079i
-0.893817142754935-0.448430838665079i
-0.806557232659991+0.591155142173067i
-0.806557232659991-0.591155142173067i
-0.997274139617206+0.0737851838681095i
-0.997274139617206-0.0737851838681095i
-0.998618155715926+0.0525522536850191i
-0.998618155715926-0.0525522536850191i
-0.784640442803755+0.619950585976798i
-0.784640442803755-0.619950585976798i
-0.835145436302048+0.550029133452216i
-0.835145436302048-0.550029133452216i
-0.791782731647768+0.61080281677313i
-0.791782731647768-0.61080281677313i
-0.906889080360057+0.421369395355436i
-0.906889080360057-0.421369395355436i
-0.973297712111149+0.229544802834071i
-0.973297712111149-0.229544802834071i
-0.976696306441397+0.21462395489694i
-0.976696306441397-0.21462395489694i
-0.999000964468308+0.0446796477460186i
-0.999000964468308-0.0446796477460186i
-0.998990147078921+0.0449205661994118i
-0.998990147078921-0.0449205661994118i
-0.901813377638655+0.432125656674048i
-0.901813377638655-0.432125656674048i
-0.751878320794557+0.659301851035067i
-0.751878320794557-0.659301851035067i
-0.951403004620482+0.307948495758141i
-0.951403004620482-0.307948495758141i
-0.169233294128652+0.985576013051067i
-0.169233294128652-0.985576013051067i
-0.715465346575311+0.69864777680431i
-0.715465346575311-0.69864777680431i
-0.980589175869014+0.196073542253143i
-0.980589175869014-0.196073542253143i
-0.949831873881492+0.312760899496416i
-0.949831873881492-0.312760899496416i
-0.929796328263845+0.368073160767746i
-0.929796328263845-0.368073160767746i
-0.862520172516387+0.506022020949921i
-0.862520172516387-0.506022020949921i
-0.864556148659515+0.502535249945599i
-0.864556148659515-0.502535249945599i
-0.955929424711287+0.293595001984955i
-0.955929424711287-0.293595001984955i
-0.723487913911816+0.689994785397891i
-0.723487913911816-0.689994785397891i
-0.853856889041185+0.520507815434638i
-0.853856889041185-0.520507815434638i
-0.14216868293094+0.98984220837398i
-0.14216868293094-0.98984220837398i
-0.723829481613027+0.690320533883977i
-0.723829481613027-0.690320533883977i
-0.826969428553473+0.562245987550348i
-0.826969428553473-0.562245987550348i
-0.909590821467936+0.415504325324381i
-0.909590821467936-0.415504325324381i
-0.144385669993546+0.989521445100317i
-0.144385669993546-0.989521445100317i
-0.680770922618769+0.732495632600949i
-0.680770922618769-0.732495632600949i
-0.805072269412715+0.593176197418659i
-0.805072269412715-0.593176197418659i
-0.787034306857528+0.616908389498857i
-0.787034306857528-0.616908389498857i
-0.792208877706437+0.610250005395352i
-0.792208877706437-0.610250005395352i
-0.835018403611157+0.550221964076038i
-0.835018403611157-0.550221964076038i
-0.946422174071025+0.322930872302448i
-0.946422174071025-0.322930872302448i
-0.90710804898385+0.420897800217403i
-0.90710804898385-0.420897800217403i
-0.899081820035274+0.437779531649826i
-0.899081820035274-0.437779531649826i
-0.90176849276965+0.43221931245515i
-0.90176849276965-0.43221931245515i
-0.751780756922904+0.659413097320519i
-0.751780756922904-0.659413097320519i
-0.737290236496183+0.675575675588211i
-0.737290236496183-0.675575675588211i
-0.745421041664967+0.666593135109262i
-0.745421041664967-0.666593135109262i
-0.636899063430656+0.77094681004944i
-0.636899063430656-0.77094681004944i
-0.637683018104684+0.770298154535585i
-0.637683018104684-0.770298154535585i
-0.59488992931357+0.803806462387824i
-0.59488992931357-0.803806462387824i
-0.951341334464265+0.308138959032537i
-0.951341334464265-0.308138959032537i
-0.170915815741576+0.985285628199467i
-0.170915815741576-0.985285628199467i
-0.192855273770723+0.981226533686125i
-0.192855273770723-0.981226533686125i
-0.196113092781696+0.980580605251258i
-0.196113092781696-0.980580605251258i
-0.202618624554453+0.979257047246231i
-0.202618624554453-0.979257047246231i
-0.702761713014598+0.71142454851535i
-0.702761713014598-0.71142454851535i
-0.724211026762969+0.689578396754144i
-0.724211026762969-0.689578396754144i
-0.651204307705163+0.758902449611896i
-0.651204307705163-0.758902449611896i
-0.511964112446802+0.859006148995712i
-0.511964112446802-0.859006148995712i
-0.472590006640292+0.881281727588639i
-0.472590006640292-0.881281727588639i
-0.501024363178759+0.865433168171533i
-0.501024363178759-0.865433168171533i
-0.549054894190211+0.835785941173376i
-0.549054894190211-0.835785941173376i
-0.552851148040789+0.833279331571391i
-0.552851148040789-0.833279331571391i
-0.541297298115048+0.840831240729299i
-0.541297298115048-0.840831240729299i
-0.212351408518947+0.97719269105115i
-0.212351408518947-0.97719269105115i
-0.576378391303405+0.817182923093405i
-0.576378391303405-0.817182923093405i
-0.399572398902526+0.916700966183001i
-0.399572398902526-0.916700966183001i
-0.335804132284001+0.941931164338795i
-0.335804132284001-0.941931164338795i
-0.307859203424789+0.951431254206002i
-0.307859203424789-0.951431254206002i
-0.453247614382969+0.891384345881914i
-0.453247614382969-0.891384345881914i
-0.435034912444754+0.900412907965734i
-0.435034912444754-0.900412907965734i
-0.653279832557421+0.757116501617153i
-0.653279832557421-0.757116501617153i
-0.616566037317809+0.787302476885425i
-0.616566037317809-0.787302476885425i
-0.36642937799838+0.930445193862288i
-0.36642937799838-0.930445193862288i
-0.426836119996419+0.904328982661605i
-0.426836119996419-0.904328982661605i
-0.194077832751046+0.980985454753785i
-0.194077832751046-0.980985454753785i
-0.241360362803145+0.97043488444157i
-0.241360362803145-0.97043488444157i
-0.239800346919523+0.970821968673719i
-0.239800346919523-0.970821968673719i
-0.225476291156667+0.974248658618929i
-0.225476291156667-0.974248658618929i
-0.225283130788512+0.974292651705079i
-0.225283130788512-0.974292651705079i
-0.349785165811794+0.93682966153837i
-0.349785165811794-0.93682966153837i
-0.260535640005731+0.965463556480757i
-0.260535640005731-0.965463556480757i
-0.355328514388071+0.934741477618005i
-0.355328514388071-0.934741477618005i
-0.198962862024774+0.98000635172765i
-0.198962862024774-0.98000635172765i
-0.501993257428743+0.864871522435091i
-0.501993257428743-0.864871522435091i
-0.492258356652729+0.870448457818217i
-0.492258356652729-0.870448457818217i
-0.475365935247027+0.879787866601269i
-0.475365935247027-0.879787866601269i
-0.287831071239107+0.957681188323132i
-0.287831071239107-0.957681188323132i
-0.282732763629671+0.959198046915565i
-0.282732763629671-0.959198046915565i
-0.53247489253416+0.846445104929013i
-0.53247489253416-0.846445104929013i
-0.41729090470796+0.908772922199374i
-0.41729090470796-0.908772922199374i
-0.949976198638766+0.312322254129162i
-0.949976198638766-0.312322254129162i
-0.207087779265119+0.97832168808277i
-0.207087779265119-0.97832168808277i
-0.659402246132741+0.75178992381891i
-0.659402246132741-0.75178992381891i
-0.659632836705417+0.751587261240699i
-0.659632836705417-0.751587261240699i
-0.540978815188171+0.841036176465082i
-0.540978815188171-0.841036176465082i
-0.577200679304238+0.816602324130218i
-0.577200679304238-0.816602324130218i
-0.571875171785696+0.820340310781686i
-0.571875171785696-0.820340310781686i
-0.453719261478622+0.891143995569403i
-0.453719261478622-0.891143995569403i
-0.28418802735761+0.958768523534331i
-0.28418802735761-0.958768523534331i
-0.382791605377932+0.923834044905618i
-0.382791605377932-0.923834044905618i
-0.983538848424377+0.180696679468682i
-0.983538848424377-0.180696679468682i
-0.321541859639319+0.946894692967606i
-0.321541859639319-0.946894692967606i
-0.370780146056839+0.928720394109534i
-0.370780146056839-0.928720394109534i
-0.427953880969043+0.90380056301009i
-0.427953880969043-0.90380056301009i
-0.259254448002278+0.965808802169714i
-0.259254448002278-0.965808802169714i
-0.250585572862437+0.968093778866466i
-0.250585572862437-0.968093778866466i
-0.574038482156125+0.818827617863085i
-0.574038482156125-0.818827617863085i
-0.29497630372182+0.955503895813856i
-0.29497630372182-0.955503895813856i
-0.350863595428566+0.936425906366119i
-0.350863595428566-0.936425906366119i
-0.651888980989409+0.758314403575286i
-0.651888980989409-0.758314403575286i
-0.653231087712426+0.757158557122955i
-0.653231087712426-0.757158557122955i
-0.356595235090681+0.934258969055593i
-0.356595235090681-0.934258969055593i
-0.271290647487837+0.962496799081841i
-0.271290647487837-0.962496799081841i
-0.232942737200049+0.972489777301472i
-0.232942737200049-0.972489777301472i
-0.218426819258592+0.975852654668202i
-0.218426819258592-0.975852654668202i
-0.227031273526272+0.973887460335779i
-0.227031273526272-0.973887460335779i
-0.417147727798185+0.908838019110491i
-0.417147727798185-0.908838019110491i
-0.417091045673142+0.908864666612978i
-0.417091045673142-0.908864666612978i
-0.289243851970435+0.957255440259465i
-0.289243851970435-0.957255440259465i
-0.283988521936393+0.958827636008827i
-0.283988521936393-0.958827636008827i
