1.00044062048407+0i
0.999559556237302+0i
0.00142016671701067+0.999998952515396i
0.00142016671701067-0.999998952515396i
-0.027772784841359+0.999614221370069i
-0.027772784841359-0.999614221370069i
-0.0678998576141343+0.997692100117604i
-0.0678998576141343-0.997692100117604i
-0.0295000530939547+0.999564739829648i
-0.0295000530939547-0.999564739829648i
-0.105802238493766+0.994387148760231i
-0.105802238493766-0.994387148760231i
-0.0685814529482165+0.997645480227555i
-0.0685814529482165-0.997645480227555i
-0.143943190747417+0.989585908819586i
-0.143943190747417-0.989585908819586i
-0.10563824708668+0.994404584855666i
-0.10563824708668-0.994404584855666i
-0.181187714057763+0.983448485233224i
-0.181187714057763-0.983448485233224i
-0.143009567420208+0.989721263231623i
-0.143009567420208-0.989721263231623i
-0.218141661807216+0.975917068131164i
-0.218141661807216-0.975917068131164i
-0.179546037056985+0.983749527808542i
-0.179546037056985-0.983749527808542i
-0.254351131146258+0.967111890201687i
-0.254351131146258-0.967111890201687i
-0.290063612091794+0.957007316881334i
-0.290063612091794-0.957007316881334i
-0.21583445958716+0.976429924010492i
-0.21583445958716-0.976429924010492i
-0.325028122603584+0.945704298728397i
-0.325028122603584-0.945704298728397i
-0.359365576887351+0.93319680706009i
-0.359365576887351-0.93319680706009i
-0.251416851067887+0.967878853462153i
-0.251416851067887-0.967878853462153i
-0.392914245514432+0.919575060356515i
-0.392914245514432-0.919575060356515i
-0.286538777848938+0.958068595796079i
-0.286538777848938-0.958068595796079i
-0.425738481828991+0.904846195992403i
-0.425738481828991-0.904846195992403i
-0.320947737661753+0.947096854919787i
-0.320947737661753-0.947096854919787i
-0.354767518343708+0.934954495277046i
-0.354767518343708-0.934954495277046i
-0.387836149172011+0.921728278329235i
-0.387836149172011-0.921728278329235i
-0.457725096576632+0.889093710803164i
-0.457725096576632-0.889093710803164i
-0.420221883660845+0.907421326337291i
-0.420221883660845-0.907421326337291i
-0.488910198668477+0.872334056159814i
-0.488910198668477-0.872334056159814i
-0.451811809649999+0.892113210835798i
-0.451811809649999-0.892113210835798i
-0.51921099062205+0.85464602751672i
-0.51921099062205-0.85464602751672i
-0.482645351237265+0.875815822227221i
-0.482645351237265-0.875815822227221i
-0.54864888672127+0.836052798230124i
-0.54864888672127-0.836052798230124i
-0.577162152248083+0.816629493406721i
-0.577162152248083-0.816629493406721i
-0.512639896927387+0.858603647107599i
-0.512639896927387-0.858603647107599i
-0.604764720397242+0.796404111978831i
-0.604764720397242-0.796404111978831i
-0.541818855133066+0.840495218396085i
-0.541818855133066-0.840495218396085i
-0.631410589352745+0.775448606522953i
-0.631410589352745-0.775448606522953i
-0.570120177320286+0.821561235989628i
-0.570120177320286-0.821561235989628i
-0.597558248593707+0.801825428454006i
-0.597558248593707-0.801825428454006i
-0.624086082898932+0.781355512163934i
-0.624086082898932-0.781355512163934i
-0.657110322577957+0.753794331846964i
-0.657110322577957-0.753794331846964i
-0.68183033028895+0.731510265470089i
-0.68183033028895-0.731510265470089i
-0.649713271314508+0.760179279763599i
-0.649713271314508-0.760179279763599i
-0.674404602336709+0.738361904265281i
-0.674404602336709-0.738361904265281i
-0.705580243323238+0.708629935169436i
-0.705580243323238-0.708629935169436i
-0.728336650464749+0.685219370233972i
-0.728336650464749-0.685219370233972i
-0.69816761984715+0.715934243425692i
-0.69816761984715-0.715934243425692i
-0.720976809759458+0.692959091913217i
-0.720976809759458-0.692959091913217i
-0.750109713088214+0.661313297178048i
-0.750109713088214-0.661313297178048i
-0.770884588308806+0.636974730358724i
-0.770884588308806-0.636974730358724i
-0.742839506481153+0.669469437557343i
-0.742839506481153-0.669469437557343i
-0.790672830538887+0.61223878310987i
-0.790672830538887-0.61223878310987i
-0.763738480759326+0.64552566961567i
-0.763738480759326-0.64552566961567i
-0.809466929341379+0.587165342696914i
-0.809466929341379-0.587165342696914i
-0.783682070814091+0.621162028699456i
-0.783682070814091-0.621162028699456i
-0.80266027872934+0.59643635689867i
-0.80266027872934-0.59643635689867i
-0.827280307213319+0.561789230496647i
-0.827280307213319-0.561789230496647i
-0.820683203461512+0.571383345295871i
-0.820683203461512-0.571383345295871i
-0.837747217937845+0.546058095250828i
-0.837747217937845-0.546058095250828i
-0.851511792914045+0.524335150373655i
-0.851511792914045-0.524335150373655i
-0.849728902778443+0.527219569574569i
-0.849728902778443-0.527219569574569i
-0.848190019829739+0.529691771202452i
-0.848190019829739-0.529691771202452i
-0.84689969426635+0.531752376222191i
-0.84689969426635-0.531752376222191i
-0.844111784897562+0.536167079952762i
-0.844111784897562-0.536167079952762i
-0.845861427296781+0.533402406458243i
-0.845861427296781-0.533402406458243i
-0.84429055307706+0.535885382188634i
-0.84429055307706-0.535885382188634i
-0.844554202206893+0.535469775509728i
-0.844554202206893-0.535469775509728i
-0.845078656633282+0.534641697994576i
-0.845078656633282-0.534641697994576i
-0.853534262769796+0.52103641560321i
-0.853534262769796-0.52103641560321i
-0.855790569733106+0.517322129496987i
-0.855790569733106-0.517322129496987i
-0.858275249916512+0.513189322943838i
-0.858275249916512-0.513189322943838i
-0.860981326810158+0.5086362567338i
-0.860981326810158-0.5086362567338i
-0.859976869811604+0.51033285532183i
-0.859976869811604-0.51033285532183i
-0.844389792341347+0.535728998172236i
-0.844389792341347-0.535728998172236i
-0.84478375772638+0.535107544060988i
-0.84478375772638-0.535107544060988i
-0.845437995214412+0.534073288514188i
-0.845437995214412-0.534073288514188i
-0.87756791786739+0.479452023096661i
-0.87756791786739-0.479452023096661i
-0.874879866148723+0.484339815033048i
-0.874879866148723-0.484339815033048i
-0.873871791734512+0.486156130414641i
-0.873871791734512-0.486156130414641i
-0.870356087430876+0.492422553595587i
-0.870356087430876-0.492422553595587i
-0.867029726753932+0.498256100728572i
-0.867029726753932-0.498256100728572i
-0.863902231818922+0.503659231723567i
-0.863902231818922-0.503659231723567i
-0.846348482156545+0.532629259734285i
-0.846348482156545-0.532629259734285i
-0.847513428779944+0.530773652340361i
-0.847513428779944-0.530773652340361i
-0.850589643786106+0.525829764226684i
-0.850589643786106-0.525829764226684i
-0.848928063216935+0.528508113428937i
-0.848928063216935-0.528508113428937i
-0.852492416062286+0.5227392890271i
-0.852492416062286-0.5227392890271i
-0.854632537153336+0.519233002549272i
-0.854632537153336-0.519233002549272i
-0.853864600396677+0.520495038927349i
-0.853864600396677-0.520495038927349i
-0.857003175523904+0.515310821240247i
-0.857003175523904-0.515310821240247i
-0.881433640472465+0.472307560639835i
-0.881433640472465-0.472307560639835i
-0.888838407413428+0.458220600689505i
-0.888838407413428-0.458220600689505i
-0.889631262501421+0.456679224789709i
-0.889631262501421-0.456679224789709i
-0.885458803805748+0.464717551538965i
-0.885458803805748-0.464717551538965i
-0.85959931327541+0.510968401073923i
-0.85959931327541-0.510968401073923i
-0.862412987529527+0.506205023917505i
-0.862412987529527-0.506205023917505i
-0.893939595317061+0.448187125210081i
-0.893939595317061-0.448187125210081i
-0.898370323314617+0.439238503830864i
-0.898370323314617-0.439238503830864i
-0.902910733186915+0.429827768774686i
-0.902910733186915-0.429827768774686i
-0.901861538999972+0.432024993049087i
-0.901861538999972-0.432024993049087i
-0.865437957975068+0.501015797454488i
-0.865437957975068-0.501015797454488i
-0.872086889003316+0.489350742197387i
-0.872086889003316-0.489350742197387i
-0.87569301533114+0.482867927193786i
-0.87569301533114-0.482867927193786i
-0.868665091415482+0.495399483797175i
-0.868665091415482-0.495399483797175i
-0.869037341656695+0.494746335970033i
-0.869037341656695-0.494746335970033i
-0.87947468277603+0.475945349804441i
-0.87947468277603-0.475945349804441i
-0.907546003280761+0.41995232678154i
-0.907546003280761-0.41995232678154i
-0.88751984311144+0.460769166534743i
-0.88751984311144-0.460769166534743i
-0.891760415028851+0.452507525461964i
-0.891760415028851-0.452507525461964i
-0.912262107471259+0.409606584552986i
-0.912262107471259-0.409606584552986i
-0.917042878231639+0.398788250062391i
-0.917042878231639-0.398788250062391i
-0.913968941194653+0.40578393440645i
-0.913968941194653-0.40578393440645i
-0.900616314030446+0.434614722338152i
-0.900616314030446-0.434614722338152i
-0.896599707811846+0.44284172752515i
-0.896599707811846-0.44284172752515i
-0.921872962893228+0.387491872590262i
-0.921872962893228-0.387491872590262i
-0.926734852682476+0.375715618600697i
-0.926734852682476-0.375715618600697i
-0.905204755801305+0.424975356856218i
-0.905204755801305-0.424975356856218i
-0.925173735020535+0.379543651841221i
-0.925173735020535-0.379543651841221i
-0.909013227336237+0.416767058393449i
-0.909013227336237-0.416767058393449i
-0.909880550834474+0.414869966416209i
-0.909880550834474-0.414869966416209i
-0.914629538007726+0.404292611923164i
-0.914629538007726-0.404292611923164i
-0.931611863155336+0.363454332660225i
-0.931611863155336-0.363454332660225i
-0.936485158676555+0.350706808326768i
-0.936485158676555-0.350706808326768i
