-0.708595428960449+0.705614965489665i
-0.708595428960449-0.705614965489665i
-0.745392838009103+0.666625390499007i
-0.745392838009103-0.666625390499007i
-0.793818378748966+0.608154864568119i
-0.793818378748966-0.608154864568119i
-0.810864919720514+0.58523327204562i
-0.810864919720514-0.58523327204562i
-0.864638746794241+0.50239405978475i
-0.864638746794241-0.50239405978475i
-0.868379451606904+0.495900227015788i
-0.868379451606904-0.495900227015788i
-0.916800411080867+0.399345614154199i
-0.916800411080867-0.399345614154199i
-0.920380907196481+0.391022934424023i
-0.920380907196481-0.391022934424023i
-0.999161274035348+0.0409473323687082i
-0.999161274035348-0.0409473323687082i
-0.997193177181621+0.0748712079037078i
-0.997193177181621-0.0748712079037078i
-0.987373539767233+0.158409069972854i
-0.987373539767233-0.158409069972854i
-0.98221061726462+0.187782396091618i
-0.98221061726462-0.187782396091618i
-0.955103373634696+0.296272619268783i
-0.955103373634696-0.296272619268783i
-0.961275621481437+0.275588687522446i
-0.961275621481437-0.275588687522446i
-0.999408416345948+0.0343912076548982i
-0.999408416345948-0.0343912076548982i
-0.996579639690897+0.0826374896895042i
-0.996579639690897-0.0826374896895042i
-0.988239704020965+0.15291249098329i
-0.988239704020965-0.15291249098329i
-0.980430310831357+0.196866283196074i
-0.980430310831357-0.196866283196074i
-0.962597034310264+0.270937071101779i
-0.962597034310264-0.270937071101779i
-0.951807792360453+0.306695042286799i
-0.951807792360453-0.306695042286799i
-0.911606933285387+0.411062910319372i
-0.911606933285387-0.411062910319372i
-0.922086997583346+0.386982583718432i
-0.922086997583346-0.386982583718432i
-0.860908334834962+0.508760012535977i
-0.860908334834962-0.508760012535977i
-0.866780131572501+0.498690443819477i
-0.866780131572501-0.498690443819477i
-0.672995722756347+0.739646297031735i
-0.672995722756347-0.739646297031735i
-0.608809387087416+0.793316516390663i
-0.608809387087416-0.793316516390663i
-0.594775025997502+0.803892125413806i
-0.594775025997502-0.803892125413806i
-0.800746023123298+0.59900393310336i
-0.800746023123298-0.59900393310336i
-0.796582343262661+0.604530007093125i
-0.796582343262661-0.604530007093125i
-0.73232212437264+0.680958299345549i
-0.73232212437264-0.680958299345549i
-0.712368503802728+0.701805583809129i
-0.712368503802728-0.701805583809129i
1.34401530054075+0i
-0.656733505008025+0.75412266664733i
-0.656733505008025-0.75412266664733i
-0.614202595345528+0.789148362445518i
-0.614202595345528-0.789148362445518i
-0.511720819083069+0.859151719667135i
-0.511720819083069-0.859151719667135i
-0.496259357704846+0.868174301690589i
-0.496259357704846-0.868174301690589i
-0.575213772221375+0.818003057848524i
-0.575213772221375-0.818003057848524i
-0.42486340883799+0.905257394964521i
-0.42486340883799-0.905257394964521i
-0.504278292260058+0.863541182113959i
-0.504278292260058-0.863541182113959i
-0.488855835462337+0.872364517718236i
