-0.875652315675539+0.482941713498065i
-0.875652315675539-0.482941713498065i
-0.905831931344225+0.423636974338321i
-0.905831931344225-0.423636974338321i
-0.937719083740529+0.347394032800457i
-0.937719083740529-0.347394032800457i
-0.940327566900995+0.34027055650352i
-0.940327566900995-0.34027055650352i
-0.9639668777265+0.266022270282516i
-0.9639668777265-0.266022270282516i
-0.979547464639031+0.201212513166226i
-0.979547464639031-0.201212513166226i
-0.963029689952738+0.269394831303735i
-0.963029689952738-0.269394831303735i
-0.964620747185199+0.263641430265834i
-0.964620747185199-0.263641430265834i
-0.963020837949967+0.269426473559209i
-0.963020837949967-0.269426473559209i
-0.979556962545875+0.201166269964102i
-0.979556962545875-0.201166269964102i
-0.993836850177932+0.110851515854185i
-0.993836850177932-0.110851515854185i
-0.993831183990849+0.110902304737176i
-0.993831183990849-0.110902304737176i
-0.999034825361316+0.0439249936545395i
-0.999034825361316-0.0439249936545395i
-0.998883312666319+0.0472425144952203i
-0.998883312666319-0.0472425144952203i
-0.998988126862518+0.0449745458112017i
-0.998988126862518-0.0449745458112017i
-0.998885032122226+0.0472061457436355i
-0.998885032122226-0.0472061457436355i
-0.795943587790644+0.605370517655904i
-0.795943587790644-0.605370517655904i
-0.802753956625345+0.596310379128893i
-0.802753956625345-0.596310379128893i
-0.821990250092674+0.569501374459881i
-0.821990250092674-0.569501374459881i
-0.82568725856195+0.564128126171118i
-0.82568725856195-0.564128126171118i
-0.940120129283689+0.340843259084973i
-0.940120129283689-0.340843259084973i
-0.937731787963979+0.347359738540873i
-0.937731787963979-0.347359738540873i
-0.875674413669801+0.482901644108876i
-0.875674413669801-0.482901644108876i
-0.905811992891385+0.423679604760458i
-0.905811992891385-0.423679604760458i
-0.829087730643712+0.559118526382807i
-0.829087730643712-0.559118526382807i
-0.821986484116834+0.569506810246858i
-0.821986484116834-0.569506810246858i
-0.802454217298786+0.596713676891796i
-0.802454217298786-0.596713676891796i
-0.795969889342373+0.605335934774736i
-0.795969889342373-0.605335934774736i
-0.712989409918906+0.70117465989474i
-0.712989409918906-0.70117465989474i
-0.701331761233115+0.712834764119244i
-0.701331761233115-0.712834764119244i
-0.712966230567408+0.701198229074731i
-0.712966230567408-0.701198229074731i
-0.70137595379676+0.712791282020353i
-0.70137595379676-0.712791282020353i
-0.587642441686915+0.809120729884777i
-0.587642441686915-0.809120729884777i
-0.603147224203099+0.797629868677358i
-0.603147224203099-0.797629868677358i
-0.580612185567911+0.814180141219841i
-0.580612185567911-0.814180141219841i
-0.594649923997764+0.80398450725594i
-0.594649923997764-0.80398450725594i
-0.602782391436868+0.797905614758942i
-0.602782391436868-0.797905614758942i
-0.600362534160456+0.799727967348852i
-0.600362534160456-0.799727967348852i
-0.594754117130824+0.803907432930025i
-0.594754117130824-0.803907432930025i
-0.580573960464332+0.814207399221058i
-0.580573960464332-0.814207399221058i
-0.478846165458297+0.877898600030903i
-0.478846165458297-0.877898600030903i
-0.478945352051686+0.877844491825412i
-0.478945352051686-0.877844491825412i
-0.426174332637073+0.904640959926662i
-0.426174332637073-0.904640959926662i
0.695058202967976+0.718952786429254i
0.695058202967976-0.718952786429254i
0.735831493822944+0.677164207550591i
0.735831493822944-0.677164207550591i
0.744523783759252+0.667595213878363i
0.744523783759252-0.667595213878363i
0.72007908131612+0.693891303540048i
0.72007908131612-0.693891303540048i
0.781455691888251+0.623960703442871i
0.781455691888251-0.623960703442871i
0.835365608551448+0.549693890867012i
0.835365608551448-0.549693890867012i
0.800805552880722+0.598923856680762i
0.800805552880722-0.598923856680762i
0.791501795358664+0.61116606727361i
0.791501795358664-0.61116606727361i
0.790341781414256+0.612666112031821i
0.790341781414256-0.612666112031821i
0.875467783029657+0.483275546958755i
0.875467783029657-0.483275546958755i
0.941702632007518+0.336445070460432i
0.941702632007518-0.336445070460432i
0.935701761299343+0.352790947346535i
0.935701761299343-0.352790947346535i
0.855309309380717+0.518117044264487i
0.855309309380717-0.518117044264487i
0.911138300385885+0.412099636825259i
0.911138300385885-0.412099636825259i
0.813897943179069+0.581007058507357i
0.813897943179069-0.581007058507357i
0.861425837708376+0.507882713308622i
0.861425837708376-0.507882713308622i
0.855984740656126+0.517000200828852i
0.855984740656126-0.517000200828852i
0.963576249689888+0.267432312290197i
0.963576249689888-0.267432312290197i
0.966489191534531+0.256705656868308i
0.966489191534531-0.256705656868308i
0.899918308016068+0.43605767480179i
0.899918308016068-0.43605767480179i
0.984852368888331+0.17339256445189i
0.984852368888331-0.17339256445189i
0.983714378687109+0.17973660167108i
0.983714378687109-0.17973660167108i
0.590984959133559+0.806681941142463i
0.590984959133559-0.806681941142463i
0.643693291656664+0.765282915990309i
0.643693291656664-0.765282915990309i
0.738003487804549+0.674796427930316i
0.738003487804549-0.674796427930316i
0.768387208195336+0.639984486087783i
0.768387208195336-0.639984486087783i
0.804746022316002+0.593618720319027i
0.804746022316002-0.593618720319027i
0.908536858621861+0.432254839576523i
0.908536858621861-0.432254839576523i
0.927215709844348+0.374526569743064i
0.927215709844348-0.374526569743064i
0.944877538550246+0.327422846457083i
0.944877538550246-0.327422846457083i
0.995893695038206+0.0905260417160225i
0.995893695038206-0.0905260417160225i
0.955011300576237+0.296567968385508i
0.955011300576237-0.296567968385508i
0.660363160477141+0.750945987625986i
0.660363160477141-0.750945987625986i
0.996192389650997+0.0871774612898117i
0.996192389650997-0.0871774612898117i
0.53744558470348+0.843297812565922i
0.53744558470348-0.843297812565922i
0.608541348360419+0.793522138088558i
0.608541348360419-0.793522138088558i
0.650060512190256+0.759882375674293i
0.650060512190256-0.759882375674293i
0.781809210103147+0.623517696649825i
0.781809210103147-0.623517696649825i
0.893978947520739+0.448107961713013i
0.893978947520739-0.448107961713013i
0.790153900803323+0.612908401071367i
0.790153900803323-0.612908401071367i
0.973720844497219+0.227744673389611i
0.973720844497219-0.227744673389611i
0.977168723863691+0.212464641560246i
0.977168723863691-0.212464641560246i
0.897512226318603+0.427009654301586i
0.897512226318603-0.427009654301586i
0.574731448508657+0.81834171864988i
0.574731448508657-0.81834171864988i
0.90808889818984+0.418776618947019i
0.90808889818984-0.418776618947019i
0.669588341671832+0.742731753488722i
0.669588341671832-0.742731753488722i
0.66129789108329+0.750122982155445i
0.66129789108329-0.750122982155445i
0.989862439808632+0.142026735000604i
0.989862439808632-0.142026735000604i
0.972031602783245+0.234848517940673i
0.972031602783245-0.234848517940673i
0.429722878718104+0.902960224971028i
0.429722878718104-0.902960224971028i
0.617479067170023+0.786586668628174i
0.617479067170023-0.786586668628174i
0.991622366624829+0.129167590070631i
0.991622366624829-0.129167590070631i
0.483549245235481+0.875316551895991i
0.483549245235481-0.875316551895991i
0.649978665818602+0.759952385540417i
0.649978665818602-0.759952385540417i
0.908601130733882+0.43218706886388i
0.908601130733882-0.43218706886388i
0.608893783427383+0.79325173613405i
0.608893783427383-0.79325173613405i
0.564293708649476+0.825573483710646i
0.564293708649476-0.825573483710646i
0.976698974883986+0.2146119209685i
0.976698974883986-0.2146119209685i
0.973688179158951+0.227884288668774i
0.973688179158951-0.227884288668774i
0.574892278113535+0.818228745400465i
0.574892278113535-0.818228745400465i
0.47951876926295+0.877531299137767i
0.47951876926295-0.877531299137767i
0.485344034000337+0.874323197567722i
0.485344034000337-0.874323197567722i
0.977218090005697+0.212237469276637i
0.977218090005697-0.212237469276637i
0.510515421801482+0.859867985195942i
0.510515421801482-0.859867985195942i
0.395839207984691+0.918319815009897i
0.395839207984691-0.918319815009897i
0.323787571848275+0.946129216098851i
0.323787571848275-0.946129216098851i
0.376355397265977+0.92647477976651i
0.376355397265977-0.92647477976651i
0.375539816418458+0.926805967191217i
0.375539816418458-0.926805967191217i
0.998763355466941+0.0497089285250779i
0.998763355466941-0.0497089285250779i
0.999157888045278+0.0410210812378964i
0.999157888045278-0.0410210812378964i
0.456604720577089+0.889669072509868i
0.456604720577089-0.889669072509868i
0.272325611284809+0.962204567534279i
0.272325611284809-0.962204567534279i
0.30494420583078+0.952370151862282i
0.30494420583078-0.952370151862282i
0.897524109618679+0.426918158169963i
0.897524109618679-0.426918158169963i
0.263832062759784+0.964568359344234i
0.263832062759784-0.964568359344234i
0.47925406615997+0.877675893201986i
0.47925406615997-0.877675893201986i
0.402959067268439+0.915217406708991i
0.402959067268439-0.915217406708991i
0.396267256004253+0.918135187814579i
0.396267256004253-0.918135187814579i
0.999941052324754+0.0108545458877336i
0.999941052324754-0.0108545458877336i
0.999998898343571+0.00123439203179605i
0.999998898343571-0.00123439203179605i
0.99963846465149+0i
1.00036151946057+0i
-0.426167807534988+0.904644033887884i
-0.426167807534988-0.904644033887884i
-0.364885984941854+0.931052196691269i
-0.364885984941854-0.931052196691269i
0.349953229317846+0.936766583071387i
0.349953229317846-0.936766583071387i
-0.356612241455933+0.934252263373167i
-0.356612241455933-0.934252263373167i
0.485288906157185+0.87435379720826i
0.485288906157185-0.87435379720826i
0.22222879857917+0.974993955398602i
0.22222879857917-0.974993955398602i
0.375086600232622+0.926989480994047i
0.375086600232622-0.926989480994047i
0.297900289810284+0.954596403754438i
0.297900289810284-0.954596403754438i
0.304909140255265+0.952381378975448i
0.304909140255265-0.952381378975448i
0.247092698431633+0.968991258205327i
0.247092698431633-0.968991258205327i
0.263337941228588+0.964703377313466i
0.263337941228588-0.964703377313466i
1.00340948930047+0i
-0.364420537563418+0.9312344746908i
-0.364420537563418-0.9312344746908i
-0.356760322278679+0.934195726155962i
-0.356760322278679-0.934195726155962i
0.173727752850035+0.984793127526041i
0.173727752850035-0.984793127526041i
0.197765300698397+0.980248810169081i
0.197765300698397-0.980248810169081i
-0.324052813154526+0.946038286949764i
-0.324052813154526-0.946038286949764i
0.082236163686224+0.996612271310512i
0.082236163686224-0.996612271310512i
0.0782208125001352+0.996936057199839i
0.0782208125001352-0.996936057199839i
0.0395339515116693+0.999217623163503i
0.0395339515116693-0.999217623163503i
-0.000987724226630723+0.999998901295454i
-0.000987724226630723-0.999998901295454i
-0.319743275064861+0.947503512152473i
-0.319743275064861-0.947503512152473i
-0.0392563695920425+0.999228553770577i
-0.0392563695920425-0.999228553770577i
0.12700859402796+0.991901022179405i
0.12700859402796-0.991901022179405i
-0.312723788755049+0.949843409105764i
-0.312723788755049-0.949843409105764i
-0.30318231829437+0.952931873242495i
-0.30318231829437-0.952931873242495i
-0.168811508503308+0.985647703489551i
-0.168811508503308-0.985647703489551i
-0.195208703926669+0.9807610685102i
-0.195208703926669-0.9807610685102i
-0.140003202089495+0.990150409898415i
-0.140003202089495-0.990150409898415i
-0.32225309962231+0.946652843677046i
-0.32225309962231-0.946652843677046i
-0.291191425236958+0.956664116226138i
-0.291191425236958-0.956664116226138i
0.0226530889284976+0.999743146121403i
0.0226530889284976-0.999743146121403i
-0.0752045428208129+0.997167503343703i
-0.0752045428208129-0.997167503343703i
-0.108798790970811+0.994063159271434i
-0.108798790970811-0.994063159271434i
0.145693310593017+0.989329549960977i
0.145693310593017-0.989329549960977i
0.0606197842810764+0.998160328067311i
0.0606197842810764-0.998160328067311i
0.152295865505106+0.988334931892634i
0.152295865505106-0.988334931892634i
0.117024959427003+0.993128904342959i
0.117024959427003-0.993128904342959i
-0.0204075882526694+0.999791129170088i
-0.0204075882526694-0.999791129170088i
-0.219203964258672+0.975678392359206i
-0.219203964258672-0.975678392359206i
-0.0737646225614236+0.997275603832421i
-0.0737646225614236-0.997275603832421i
-0.104985961242543+0.994473690737667i
-0.104985961242543-0.994473690737667i
0.104369640824274+0.994537978836573i
0.104369640824274-0.994537978836573i
-0.316555856880833+0.948573169577237i
-0.316555856880833-0.948573169577237i
-0.2767881794495+0.960930271327123i
-0.2767881794495-0.960930271327123i
-0.234688416798661+0.972070647374423i
-0.234688416798661-0.972070647374423i
-0.24079328241548+0.970575752241864i
-0.24079328241548-0.970575752241864i
-0.25998904731688+0.965610886468481i
-0.25998904731688-0.965610886468481i
-0.103476749382349+0.99463164236927i
-0.103476749382349-0.99463164236927i
-0.154707920327242+0.987959607019291i
-0.154707920327242-0.987959607019291i
0.018994644937675+0.999818977799606i
0.018994644937675-0.999818977799606i
0.0222766729701786+0.999751604339599i
0.0222766729701786-0.999751604339599i
-0.182310892883469+0.983240283157069i
-0.182310892883469-0.983240283157069i
-0.0575235869264601+0.998343526023897i
-0.0575235869264601-0.998343526023897i
-0.124700631716992+0.99219377570205i
-0.124700631716992-0.99219377570205i
-0.230677022153088+0.973030149851121i
-0.230677022153088-0.973030149851121i
-0.308263352464415+0.951300361050432i
-0.308263352464415-0.951300361050432i
-0.207507261116418+0.978232816821496i
-0.207507261116418-0.978232816821496i
-0.297488784878081+0.954724618954008i
-0.297488784878081-0.954724618954008i
-0.255781709700157+0.966734481581294i
-0.255781709700157-0.966734481581294i
-0.0922980166427868+0.995730798603701i
-0.0922980166427868-0.995730798603701i
0.999939037829821+0.0110385642557361i
0.999939037829821-0.0110385642557361i
0.996602075890264+0i
0.14523970395862+0.989396243964024i
0.14523970395862-0.989396243964024i
0.152791079564958+0.988258495676621i
0.152791079564958-0.988258495676621i
0.150135591790785+0.988664823112673i
0.150135591790785-0.988664823112673i
0.116994508862835+0.993132492038305i
0.116994508862835-0.993132492038305i
-0.284291173893562+0.958737298921339i
-0.284291173893562-0.958737298921339i
-0.2686868667841+0.963226896025297i
-0.2686868667841-0.963226896025297i
-0.250691312998432+0.968066401517191i
-0.250691312998432-0.968066401517191i
-0.278287243504847+0.960497894329275i
-0.278287243504847-0.960497894329275i
-0.0737762001441877+0.997274747397477i
-0.0737762001441877-0.997274747397477i
-0.103767315104694+0.994601370317805i
-0.103767315104694-0.994601370317805i
-0.104479760563618+0.994526999846382i
-0.104479760563618-0.994526999846382i
-0.255773843198377+0.966736562912213i
-0.255773843198377-0.966736562912213i
-0.230878114878374+0.972982455238748i
-0.230878114878374-0.972982455238748i
-0.230297954734392+0.973119494944045i
-0.230297954734392-0.973119494944045i
