1.00081065462104+0i
0.999189969727081+0i
-0.000132913269051571+0.999999935812678i
-0.000132913269051571-0.999999935812678i
-0.00117422818377591+0.999999255181129i
-0.00117422818377591-0.999999255181129i
-0.00316854767044597+0.999994924620072i
-0.00316854767044597-0.999994924620072i
-0.00606443678350327+0.999981555462852i
-0.00606443678350327-0.999981555462852i
-0.00983799374058578+0.999951549905949i
-0.00983799374058578-0.999951549905949i
-0.0144684663137337+0.999895270171026i
-0.0144684663137337-0.999895270171026i
-0.0199397090692459+0.999801127879178i
-0.0199397090692459-0.999801127879178i
-0.0262351001121566+0.999655743863555i
-0.0262351001121566-0.999655743863555i
-0.033338896796759+0.999444047469669i
-0.033338896796759-0.999444047469669i
-0.0412341243284126+0.999149454452212i
-0.0412341243284126-0.999149454452212i
-0.0499036264829872+0.998753980026407i
-0.0499036264829872-0.998753980026407i
-0.059328915466986+0.998238430181829i
-0.059328915466986-0.998238430181829i
-0.0694909339463251+0.997582524347384i
-0.0694909339463251-0.997582524347384i
-0.0803693111854305+0.996765095505974i
-0.0803693111854305-0.996765095505974i
-0.117085194692093+0.993121813087725i
-0.117085194692093-0.993121813087725i
-0.0919429124004863+0.995764219887321i
-0.0919429124004863-0.995764219887321i
-0.104189310646076+0.994557422765542i
-0.104189310646076-0.994557422765542i
-0.000585579194916003+0.999999773176983i
-0.000585579194916003-0.999999773176983i
-0.00220716964586196+0.999997508757353i
-0.00220716964586196-0.999997508757353i
-0.00476892143908486+0.999988573078808i
-0.00476892143908486-0.999988573078808i
-0.0125679153486193+0.999920964744117i
-0.0125679153486193-0.999920964744117i
-0.130605979171072+0.991434292023732i
-0.130605979171072-0.991434292023732i
-0.144726122433254+0.989471690026385i
-0.144726122433254-0.989471690026385i
-0.174656352718588+0.984629387890802i
-0.174656352718588-0.984629387890802i
-0.159418837188476+0.987210974839445i
-0.159418837188476-0.987210974839445i
-0.00823339869078782+0.999966049298274i
-0.00823339869078782-0.999966049298274i
-0.017749466645007+0.999842409691921i
-0.017749466645007-0.999842409691921i
-0.0237557637274018+0.999717735641089i
-0.0237557637274018-0.999717735641089i
-0.0305679337435823+0.999532634835485i
-0.0305679337435823-0.999532634835485i
-0.0381668249743322+0.999271324257673i
-0.0381668249743322-0.999271324257673i
-0.294015536838922+0.955800567661488i
-0.294015536838922-0.955800567661488i
-0.190409704364466+0.98170464805349i
-0.190409704364466-0.98170464805349i
-0.275830502201517+0.961206219813942i
-0.275830502201517-0.961206219813942i
-0.206648962612466+0.978415083793078i
-0.206648962612466-0.978415083793078i
-0.257967183729602+0.966153609379561i
-0.257967183729602-0.966153609379561i
-0.223343087302123+0.974739828696734i
-0.223343087302123-0.974739828696734i
-0.24046013821348+0.970658945515319i
-0.24046013821348-0.970658945515319i
-0.0465345576835152+0.998916623257782i
-0.0465345576835152-0.998916623257782i
-0.0556525042366216+0.998450140592386i
-0.0556525042366216-0.998450140592386i
-0.0655022739211323+0.997852361682632i
-0.0655022739211323-0.997852361682632i
-0.0760644474266453+0.997102844495301i
-0.0760644474266453-0.997102844495301i
-0.0873192581749385+0.996180319422331i
-0.0873192581749385-0.996180319422331i
-0.111822229977606+0.993728166205115i
-0.111822229977606-0.993728166205115i
-0.125025777880964+0.992153432225384i
-0.125025777880964-0.992153432225384i
-0.31248709334953+0.94992193129853i
-0.31248709334953-0.94992193129853i
-0.331209333877146+0.943557223589986i
-0.331209333877146-0.943557223589986i
-0.350145973634202+0.936695068891588i
-0.350145973634202-0.936695068891588i
-0.369260307198383+0.929325926844902i
-0.369260307198383-0.929325926844902i
-0.388515404766888+0.921442147297836i
-0.388515404766888-0.921442147297836i
-0.407874164327963+0.913038068402235i
-0.407874164327963-0.913038068402235i
-0.099245739121592+0.995062894414179i
-0.099245739121592-0.995062894414179i
-0.138832539126387+0.99031580973348i
-0.138832539126387-0.99031580973348i
-0.153217349000914+0.988192450660772i
-0.153217349000914-0.988192450660772i
-0.168154057100922+0.98576066427936i
-0.168154057100922-0.98576066427936i
-0.183615216894863+0.982998130618655i
-0.183615216894863-0.982998130618655i
-0.199572378605946+0.979883022008783i
-0.199572378605946-0.979883022008783i
-0.215995868004922+0.976394210608747i
-0.215995868004922-0.976394210608747i
-0.232855052488852+0.972511384175939i
-0.232855052488852-0.972511384175939i
-0.427299506593345+0.90411004728639i
-0.427299506593345-0.90411004728639i
-0.446754446654559+0.894656530707236i
-0.446754446654559-0.894656530707236i
-0.250118189355528+0.968215243334432i
-0.250118189355528-0.968215243334432i
-0.466202285503727+0.884678060133235i
-0.466202285503727-0.884678060133235i
-0.485606694883625+0.874177314088186i
-0.485606694883625-0.874177314088186i
-0.562085282981448+0.827079175585011i
-0.562085282981448-0.827079175585011i
-0.504931902532983+0.863159087205404i
-0.504931902532983-0.863159087205404i
-0.543205038910866+0.839599974062212i
-0.543205038910866-0.839599974062212i
-0.524142784120395+0.851630304335096i
-0.524142784120395-0.851630304335096i
-0.267752675522061+0.963487607085545i
-0.267752675522061-0.963487607085545i
-0.285724951687045+0.95831159565164i
-0.285724951687045-0.95831159565164i
-0.30400074248912+0.952671721528013i
-0.30400074248912-0.952671721528013i
-0.322545006413959+0.946554054062991i
-0.322545006413959-0.946554054062991i
-0.341322170401586+0.939946292267657i
-0.341322170401586-0.939946292267657i
-0.360296117214376+0.932837907754173i
-0.360296117214376-0.932837907754173i
-0.580751211867934+0.814080988099474i
-0.580751211867934-0.814080988099474i
-0.599171689713871+0.800620452344271i
-0.599171689713871-0.800620452344271i
-0.617316895584067+0.78671447809577i
-0.617316895584067-0.78671447809577i
-0.379430416280176+0.925220196078034i
-0.379430416280176-0.925220196078034i
-0.398688341191722+0.917086395261073i
-0.398688341191722-0.917086395261073i
-0.418033096806638+0.908431713138597i
-0.418033096806638-0.908431713138597i
-0.635158403797246+0.772381783068831i
-0.635158403797246-0.772381783068831i
-0.652669310946251+0.757642781496106i
-0.652669310946251-0.757642781496106i
-0.669824303390771+0.74251950373615i
-0.669824303390771-0.74251950373615i
-0.68659976255692+0.727035469493799i
-0.68659976255692-0.727035469493799i
-0.437427860029421+0.899253419431917i
-0.437427860029421-0.899253419431917i
-0.45683600182937+0.88955084739074i
-0.45683600182937-0.88955084739074i
-0.476221144734538+0.879325458225796i
-0.476221144734538-0.879325458225796i
-0.49554737744637+0.868580816241676i
-0.49554737744637-0.868580816241676i
-0.514779322718595+0.85732262535532i
-0.514779322718595-0.85732262535532i
-0.702973816391157+0.711215591987818i
-0.702973816391157-0.711215591987818i
-0.718926421175333+0.695086039781281i
-0.718926421175333-0.695086039781281i
-0.533882341618947+0.845558677862456i
-0.533882341618947-0.845558677862456i
-0.552822605773978+0.833298863705444i
-0.552822605773978-0.833298863705444i
-0.571567288027083+0.820555093959786i
-0.571567288027083-0.820555093959786i
-0.590084633455038+0.80734128442599i
-0.590084633455038-0.80734128442599i
-0.608344133164571+0.793673255811794i
-0.608344133164571-0.793673255811794i
-0.734439394629215+0.67867412968139i
-0.734439394629215-0.67867412968139i
-0.749496473220364+0.662008181376389i
-0.749496473220364-0.662008181376389i
-0.764083325509875+0.645117403372739i
-0.764083325509875-0.645117403372739i
-0.804908653620836+0.593398552687513i
-0.804908653620836-0.593398552687513i
-0.791798841755958+0.610781778019275i
-0.791798841755958-0.610781778019275i
-0.778187584710175+0.628031744676131i
-0.778187584710175-0.628031744676131i
-0.626316589047204+0.779568694059226i
-0.626316589047204-0.779568694059226i
-0.817510516425414+0.575913479067751i
-0.817510516425414-0.575913479067751i
-0.661290954599178+0.750129379489897i
-0.661290954599178-0.750129379489897i
-0.64397426770443+0.765047029988359i
-0.64397426770443-0.765047029988359i
-0.829599850725747+0.558358186421599i
-0.829599850725747-0.558358186421599i
-0.841173955710507+0.540764412414202i
-0.841173955710507-0.540764412414202i
-0.678242085555976+0.734838406048162i
-0.678242085555976-0.734838406048162i
-0.6948047867686+0.719198244497258i
-0.6948047867686-0.719198244497258i
-0.852231973287619+0.523163869204941i
-0.852231973287619-0.523163869204941i
-0.710957981936019+0.703234350325694i
-0.710957981936019-0.703234350325694i
-0.726682415462765+0.686973411085794i
-0.726682415462765-0.686973411085794i
-0.862774825047647+0.505588141122296i
-0.862774825047647-0.505588141122296i
-0.74196073401117+0.670443186682031i
-0.74196073401117-0.670443186682031i
-0.872805157476062+0.488068561904243i
-0.872805157476062-0.488068561904243i
-0.882327263853335+0.470636123103584i
-0.882327263853335-0.470636123103584i
-0.89134701329398+0.45332136470025i
-0.89134701329398-0.45332136470025i
-0.907910259604956+0.419164302115648i
-0.907910259604956-0.419164302115648i
-0.899871760107266+0.436154296184615i
-0.899871760107266-0.436154296184615i
-0.756777491144714+0.653672412726401i
-0.756777491144714-0.653672412726401i
-0.771119202848748+0.636690636120042i
-0.771119202848748-0.636690636120042i
-0.784974332775874+0.619528114661152i
